Invoice Date,Invoicing month,Quarter,PO Number- Sales,Retailer Name,Supplier Onboarding Date,Supplier Onboarding Quarter,Commodity Name,Category Mix,Loading State,Customer Name,Customer Type,Buyer Onboarding Date,Buyer Onboarding Quarter,Unloading State,Geography Mix,Qty. Bought,Qty Price,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Qty Sold,Selling Price,Invoice Value,Credit note qty,Credit note value,Gross invoice,Cash discount,Bardana,Quality,Net Invoice Value,Difference,Rejections (Yes/No),Quantity Sold,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Total inventory,COGS for GM,GM,CM-I,CM-II,cm2 %,GM +ve Transactions,CM-I +ve Transactions,CM-II +ve Transactions,
44380,Jul-21,"Q2, FY 22",PA0190,ANAND TRADING COMPANY,May-21,"Q1, FY 22",Wheat,Wheat,Madhya Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 256.62 ,1853.314333,475597.5241,-2.32,7913.565206,467683.9589,9481.011608,3081.328772,9460.50892,445661.1096,-8,,262.3,413974.98,409835.2302,4139.7498,13115,10951,36400,0,0,474440.98," 16,000 "," 4,09,835 ",57848.72869,-5698.600083,-28779.87, (6.2%),1,0,0,
44378,Jul-21,"Q2, FY 22",PA0178,Power House,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,JAPFA COMFEED INDIA PVT. LTD.,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 257.80 ,1672.450444,431157.7245,0,2845.230509,428312.494,4274.448399,2778.391459,6558.1152,414701.539,2.98,,254.82,372037.2,368316.828,3720.372,12995.8,10192.8,34293,0,0,429518.8, -   ," 3,68,317 ",59995.66604,-264.3254194,-14817.26, (3.5%),1,0,0,
44380,Jul-21,"Q2, FY 22",PA0180,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 246.50 ,1885.898459,464873.9702,0,20904.1367,443969.8335,9525.464818,3095.776066,9504.866,421843.7266,-1.8,no,248.3,394797,390849.03,3947.97,863057,9932,39680,0,0,1307466, -   ," 3,90,849 ",53120.80349,-862643.9726,-885622.27, (199.5%),1,0,0,
44380,Jul-21,"Q2, FY 22",PA0187,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 229.82 ,1853.314334,425928.7002,0,5912.920302,420015.7799,8467.841808,2752.048588,6867.5301,401928.3594,-2.83,,232.65,369913.5,366214.365,3699.135,11632,8143,39550,0,0,429238.5, -   ," 3,66,214 ",53801.41489,-8275.633697,-27310.14, (6.5%),1,0,0,
44380,Jul-21,"Q2, FY 22",PA0191,ANAND TRADING COMPANY,May-21,"Q1, FY 22",Wheat,Wheat,Madhya Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 120.17 ,1853.314299,222712.7793,-59.34,3247.632396,219465.1469,4430.784181,1440.004859,4421.20261,209173.1552,-188.1,,248.93,392873.77,388945.0323,3928.7377,12446,10392,39000,0,0,454711.77," 3,76,200 "," 3,88,945 ",-169479.8854,-232757.8903,-245538.61, (111.9%),0,0,0,
44378,Jul-21,"Q2, FY 22",PA0192,AARADHYA TRADING,Jul-21,"Q2, FY 22",Wheat,Wheat,Bihar,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 166.60 ,1885.898459,314190.6833,0,11533.3168,302657.3665,6387.015922,2075.780175,6373.204,287821.3664,3.18,,163.42,263612.8,260976.672,2636.128,8340,6694.18,21160,0,0,299806.98, -   ," 2,60,977 ",41680.6945,3410.734324,-11985.61, (4.0%),1,1,0,
44380,Jul-21,"Q2, FY 22",PA0193,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 151.70 ,1885.898459,286090.7963,0,13356.35198,272734.4443,5871.761685,1908.322548,5859.064,259095.296,-0.9,,152.6,241108,238696.92,2411.08,6867,6867,24320,0,0,279162, -   ," 2,38,697 ",34037.52428,-5924.798268,-20066.70, (7.4%),1,0,0,
44379,Jul-21,"Q2, FY 22",PA0195,Shriram Fertilizer,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 298.32 ,1858.448173,554412.2591,0,4398.35525,550013.9038,10957.53549,3561.199034,10933.83982,524561.3295,-0.75,,299.07,492269.22,487346.5278,4922.6922,16149,11962,23322,0,0,543702.22, -   ," 4,87,347 ",62667.37605,7673.177011,-19140.89, (3.5%),1,1,0,
44382,Jul-21,"Q2, FY 22",PA0181,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 249.60 ,1849.228211,461567.3616,0,16914.41374,444652.9478,9382.393426,3049.277863,9362.104,422859.1725,-1.4,,251,399090,395099.1,3990.9,10040,10040,40000,0,0,459170, -   ," 3,95,099 ",49553.84782,-13575.43005,-36310.83, (8.2%),1,0,0,
44381,Jul-21,"Q2, FY 22",PA0197,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 168.85 ,1885.898459,318433.9548,0,17104.0513,301329.9035,6579.455573,2138.323061,6565.2275,286046.8974,-1.05,,169.9,266743,264075.57,2667.43,7646,7645,27184,0,0,309218, -   ," 2,64,076 ",37254.33353,-7358.989534,-23171.10, (7.7%),1,0,0,
44378,Jul-21,"Q2, FY 22",PA0184,M/S Jai Maa Durge Traders,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,J.U.B. AGRO FOODS PRIVATE LIMITED,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 237.30 ,1791.603536,425147.5191,0,15871.89898,409275.6202,8654.017332,2709.38829,8631.0125,389281.202,0,,237.3,377307,373533.93,3773.07,9492,9492,20000,0,0,416291, -   ," 3,73,534 ",35741.69016,-5951.698127,-27009.80, (6.6%),1,0,0,
44384,Jul-21,"Q2, FY 22",PA0188,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 233.30 ,1870.182639,436313.6096,0,16295.21041,420018.3992,8875.059065,2884.394196,8855.86675,399403.0792,-0.3,,233.6,371424,367709.76,3714.24,11680,8176,39962,0,0,431242, -   ," 3,67,710 ",52308.63919,-10393.755,-31838.92, (7.6%),1,0,0,
44378,Jul-21,"Q2, FY 22",PA0199,BABA TRADING COMPANY,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Shree Balaji Food Products,Processors,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 247.80 ,1823.035177,451748.1169,0,32659.57043,419088.5465,9498.592707,3087.04263,9478.052,397024.8591,0,,247.8,383686.09,379849.2291,3836.8609,13629,9441,19210,0,0,425966.09, -   ," 3,79,849 ",39239.31738,-6127.725248,-28941.23, (6.9%),1,0,0,
44384,Jul-21,"Q2, FY 22",PA0201,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 199.70 ,1870.182639,373475.4729,0,14328.6374,359146.8355,7604.324602,2471.405496,7587.88025,341483.2252,11.45,,188.25,296493.75,293528.8125,2964.9375,8471,7530,30120,0,0,342614.75," -22,900 "," 2,93,529 ",65618.02304,17025.61754,-1131.52, (0.3%),1,1,0,
44382,Jul-21,"Q2, FY 22",PA0204,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 118.05 ,1858.448159,219389.8052,0,1925.806166,217463.999,4339.705804,1410.404386,4330.32119,207383.5677,-1.55,,119.6,188968,187078.32,1889.68,5980,4784,20332,0,0,220064, -   ," 1,87,078 ",30385.67905,-2120.725338,-12680.43, (5.8%),1,0,0,
44378,Jul-21,"Q2, FY 22",PA0200,ANAND TRADING COMPANY,May-21,"Q1, FY 22",Wheat,Wheat,Madhya Pradesh,J.U.B. AGRO FOODS PRIVATE LIMITED,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 198.35 ,1782.571,353572.9579,-9.25,54463.36234,299109.5955,8015.879144,2358.869029,-18113.96797,306848.8153,-8.25,,197.35,301728.42,298711.1358,3017.2842,10890,7687,11000,0,0,331305.42," 16,500 "," 2,98,711 ",398.4597335,-31537.4093,-24456.60, (8.2%),1,0,0,
44379,Jul-21,"Q2, FY 22",PA0203,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,J.U.B. AGRO FOODS PRIVATE LIMITED,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 258.80 ,1784.680802,461875.3916,-7.21,33814.1671,428061.2245,9727.992664,3025.769029,-332.182955,415639.6458,-6.21,,257.8,402799.61,398771.6139,4027.9961,12761,10656,12500,0,0,438716.61, -   ," 3,98,772 ",29289.61063,-9653.158398,-23076.96, (5.4%),1,0,0,
44383,Jul-21,"Q2, FY 22",PA0205,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 147.20 ,1849.228211,272206.3927,0,9974.307406,262232.0853,5533.189522,1798.286595,5521.224,249379.3852,-0.15,,147.35,232813,230484.87,2328.13,7367,5894,26549,0,0,272623, -   ," 2,30,485 ",31747.2153,-9861.07129,-23243.61, (8.9%),1,0,0,
44388,Jul-21,"Q2, FY 22",PA0206,Power House,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,POWER HOUSE TRADING,SME,Jul-21,"Q2, FY 22",Bihar,Bihar,,,,,,,,,,,, 312.95 ,1807.691807,565717.1511,0,21721.67281,543995.4783,5785.621759,3760.654143,8876.64804,525572.5544,0.25,,312.7,491251.7,486339.183,4912.517,18762,12508,39766,0,0,562287.7, -   ," 4,86,339 ",57656.29532,-17140.35882,-36715.15, (6.7%),1,0,0,
44384,Jul-21,"Q2, FY 22",PA0207,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Mohit Enterprises,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 381.30 ,1875.421246,715098.1209,0,41682.54683,673415.5741,14839.46584,4822.8264,14807.3755,638945.9063,-0.25,,381.55,602849,596820.51,6028.49,19077,13354,69863,0,0,705143, -   ," 5,96,821 ",76595.06408,-30521.76232,-66197.09, (9.8%),1,0,0,
44382,Jul-21,"Q2, FY 22",PA0208,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 134.63 ,1868.715844,251585.2141,0,3015.415432,248569.7987,4992.380894,1622.52379,4981.58487,236973.3091,-2.32,,136.95,216381,214217.19,2163.81,6847,4793,23281,0,0,251302, -   ," 2,14,217 ",34352.60869,-2190.915101,-14328.69, (5.8%),1,0,0,
44385,Jul-21,"Q2, FY 22",PA0209,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 231.60 ,1870.182639,433134.2991,0,17149.10332,415985.1958,8829.460709,2869.57473,8810.367,395475.7934,-1,,232.6,367508,363832.92,3675.08,11630,8141,41042,0,0,428321, -   ," 3,63,833 ",52152.2758,-11530.29894,-32845.21, (7.9%),1,0,0,
44382,Jul-21,"Q2, FY 22",PA0211,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 306.02 ,1853.314332,567151.2517,-15.6,3512.779242,563638.4725,11189.96528,3636.738716,11165.76698,537646.0015,-34.13,,324.55,511166.25,506054.5875,5111.6625,14604,12982,51928,0,0,590680.25," 68,260 "," 5,06,055 ",57583.88499,-25566.85372,-53034.25, (9.4%),1,0,0,
44383,Jul-21,"Q2, FY 22",PA0213,Apnakrishi Producer Company Limited,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Samunnati Agro Solutions Private Limited,Processors,Jun-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 302.40 ,2001.147809,605147.0976,0,0,605147.0976,11866.13251,3856.493066,11840.472,577584,0,,302.4,476280,471517.2,4762.8,13608,12096,72000,0,0,573984, -   ," 4,71,517 ",133629.8976,32069.40451,3600.00, 0.6% ,1,1,1,
44380,Jul-21,"Q2, FY 22",PA0214,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 605.29 ,2000.691723,1210998.693,-319.82,653746.0513,557252.6418,35976.68125,11692.42141,35898.88168,473684.6574,-18.88,,304.35,518341.53,513158.1147,5183.4153,16096,12600,30671,0,0,577708.53," 37,760 "," 5,13,158 ",44094.52707,-26964.89433,-104023.87, (18.7%),1,0,0,
44379,Jul-21,"Q2, FY 22",PA0215,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,J.U.B. AGRO FOODS PRIVATE LIMITED,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 212.10 ,1783.156561,378207.5065,0,19454.27051,358753.236,7805.23333,2410.248074,-1558.1044,350095.859,1,,211.1,329822.64,326524.4136,3298.2264,10449,8724,11500,0,0,360495.64, -   ," 3,26,524 ",32228.82238,-854.4256903,-10399.78, (2.9%),1,0,0,
44380,Jul-21,"Q2, FY 22",PA0202,AARADHYA TRADING,Jul-21,"Q2, FY 22",Wheat,Wheat,Bihar,G-Mart Foods Private Limited,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 317.85 ,1791.603536,569461.184,0,0,569461.184,11166.37904,3629.07319,11142.23175,543523.5,0,,317.85,493090.24,488159.3376,4930.9024,17132,10582.58,23700,0,0,544504.82, -   ," 4,88,159 ",81301.84638,26258.19319,-981.32, (0.2%),1,1,0,
44380,Jul-21,"Q2, FY 22",PA0216,ANAND TRADING COMPANY,May-21,"Q1, FY 22",Wheat,Wheat,Madhya Pradesh,J.U.B. AGRO FOODS PRIVATE LIMITED,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 204.35 ,1791.603536,366114.1826,-188.25,339483.1842,26630.99838,13836.69548,4482.53621,13806.17518,-5494.408485,-188.25,no,204.35,317308.55,314135.4645,3173.0855,10115,8395,12000,0,0,347818.55," 3,76,500 "," 3,14,135 ",-287504.4661,-322497.0023,-353312.96," (1,326.7%)",0,0,0,
44384,Jul-21,"Q2, FY 22",PA0218,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 165.32 ,1853.314337,306389.9263,0,2613.593334,303776.3329,6059.149461,1969.223575,6046.04655,289701.9133,-2.38,,167.7,264966,262316.34,2649.66,8385,5869,27959,0,0,307179, -   ," 2,62,316 ",41459.99292,-2722.230657,-17477.09, (5.8%),1,0,0,
44380,Jul-21,"Q2, FY 22",PA0210,IRFAN TRENDING COMPANY,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,J.U.B. AGRO FOODS PRIVATE LIMITED,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 354.70 ,1791.603536,635481.7743,-103.4,192524.3582,442957.4161,16309.05874,4088.6302,16223.39353,406336.3337,-3.4,,254.7,393134.54,389203.1946,3931.3454,13728,9984,15200,0,0,432046.54, -   ," 3,89,203 ",53754.22152,10753.59132,-25710.21, (5.8%),1,1,0,
44387,Jul-21,"Q2, FY 22",PA0219,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 248.85 ,2053.533878,511021.9055,0,16937.17602,494084.7295,10359.20577,3256.650231,10332.2255,470136.648,1,,247.85,391603,387686.97,3916.03,12392,9914,66162,0,0,480071, -   ," 3,87,687 ",106397.7595,14673.10923,-9934.35, (2.0%),1,1,0,
44385,Jul-21,"Q2, FY 22",PA0220,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 178.25 ,1870.182639,333360.0553,0,13496.74664,319863.3087,6801.402157,2210.455701,6786.694125,304064.7567,-0.15,,178.4,281872,279053.28,2818.72,8920,6244,31328,0,0,328364, -   ," 2,79,053 ",40810.0287,-7892.426997,-24299.24, (7.6%),1,0,0,
44385,Jul-21,"Q2, FY 22",PA0221,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,VIKAS PULSES PVT. LTD.,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 183.80 ,1870.182639,343739.569,0,18111.17347,325628.3955,7095.413457,2306.009373,7080.069625,309146.9031,-0.65,,184.45,291431,288516.69,2914.31,9222,6456,31356,0,0,338465, -   ," 2,88,517 ",37111.70552,-12228.30385,-29318.10, (9.0%),1,0,0,
44384,Jul-21,"Q2, FY 22",PA0222,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 139.32 ,1853.31434,258203.7538,0,4265.43084,253938.323,5146.67283,1672.66867,3085.54315,244033.4383,-1.98,,141.3,223254,221021.46,2232.54,7065,4945,24021,0,0,259285, -   ," 2,21,021 ",32916.86297,-4786.8057,-15251.56, (6.0%),1,0,0,
44384,Jul-21,"Q2, FY 22",PA0223,Apnakrishi Producer Company Limited,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Samunnati Agro Solutions Private Limited,Processors,Jun-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 306.65 ,2001.147809,613651.9758,0,0,613651.9758,12032.9019,3910.693118,12006.88075,585701.5,0,,306.65,482973.75,478144.0125,4829.7375,13799,12266,72000,0,0,581038.75, -   ," 4,78,144 ",135507.9633,33532.27015,4662.75, 0.8% ,1,1,1,
44382,Jul-21,"Q2, FY 22",PA0224,BABA TRADING COMPANY,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Shree Balaji Food Products,Processors,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 252.50 ,1823.035177,460316.3822,0,0,460316.3822,9026.194145,2933.513097,9006.675,439350,0,,252.5,390971,387061.29,3909.71,13609,9898,16000,0,0,430478, -   ," 3,87,061 ",73255.09224,30814.57914,8872.00, 1.9% ,1,1,1,
44385,Jul-21,"Q2, FY 22",PA0226,Balaji Bardana Company,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,JAPFA COMFEED INDIA PVT. LTD.,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 298.50 ,1909.897112,570104.288,0,0,570104.288,5614.89578,3649.682257,8614.71,552225,-2.35,,300.85,466118.94,461457.7506,4661.1894,14926,11880,27000,0,0,519924.94, -   ," 4,61,458 ",108646.5374,51190.85518,32300.06, 5.7% ,1,1,1,
44382,Jul-21,"Q2, FY 22",PA0217,Shukla Khad Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Shree Balaji Food Products,Processors,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 167.50 ,1823.035177,305358.3922,0,8640.558107,296717.8341,6157.103236,2001.058552,6143.7885,282415.8838,0,,167.5,259358.68,256765.0932,2593.5868,9028,6565,12500,0,0,287451.68, -   ," 2,56,765 ",39952.74087,9858.682322,-5035.80, (1.7%),1,1,0,
44387,Jul-21,"Q2, FY 22",PA0229,Apnakrishi Producer Company Limited,Jun-21,"Q1, FY 22",Maize,Maize,Uttar Pradesh,Samunnati Agro Solutions Private Limited,Processors,Jun-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 421.00 ,1971.839721,830144.5227,0,0,830144.5227,8176.004067,5314.402644,12544.116,804110,0,,421,669390,662696.1,6693.9,16840,12630,100800,0,0,799660, -   ," 6,62,696 ",167448.4227,31864.02007,4450.00, 0.5% ,1,1,1,
44385,Jul-21,"Q2, FY 22",PA0230,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 321.60 ,1823.035177,586288.113,0,10477.21366,575810.8993,11701.77709,3803.077555,11676.472,548629.5727,0,,321.6,502483.92,497459.0808,5024.8392,15919,13292,33500,0,0,565194.92, -   ," 4,97,459 ",78351.81852,11837.74097,-16565.35, (2.9%),1,1,0,
44385,Jul-21,"Q2, FY 22",PA0231,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 367.30 ,1823.035177,669600.8206,0,52341.01629,617259.8043,14156.32255,4600.804828,14125.7095,584376.9674,0,,367.3,573884.21,568145.3679,5738.8421,18181,15181,38000,0,0,645246.21, -   ," 5,68,145 ",49114.43639,-26848.36844,-60869.24, (9.9%),1,0,0,
44383,Jul-21,"Q2, FY 22",PA0228,MAA VAISHNO TRADERS,Jun-21,"Q1, FY 22",Maize,Maize,Uttar Pradesh,Samunnati Agro Solutions Private Limited,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 223.35 ,1775.688126,396599.943,0,0,396599.943,3906.070158,2538.945602,5992.9272,384162,0,,223.35,361827,358208.73,3618.27,15156,2712,11967,0,0,391662, -   ," 3,58,209 ",38391.21296,6017.267358,-7500.00, (1.9%),1,1,0,
44387,Jul-21,"Q2, FY 22",PA0232,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 255.85 ,2053.533878,525396.6426,-13.96,41629.36309,483767.2795,11125.12597,3507.740257,11096.57948,458037.8338,-12.96,,254.85,405211.5,401159.385,4052.115,12742,6372,72461,0,0,496786.5," 25,920 "," 4,01,159 ",82607.89454,-12474.84572,-38748.67, (8.0%),1,0,0,
44387,Jul-21,"Q2, FY 22",PA0225,Shyam & Company,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,BALAJI ENTERPRISES,SME,Jul-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 273.40 ,1909.897112,522165.8705,0,0,522165.8705,5142.755465,3342.791052,8167.324,505513,0.15,,273.25,420452.51,416247.9849,4204.5251,15176,10712,31500,0,0,477840.51, -   ," 4,16,248 ",105917.8856,45187.09457,27672.49, 5.3% ,1,1,1,
44386,Jul-21,"Q2, FY 22",PA0240,BABA TRADING COMPANY,Jun-21,"Q1, FY 22",Maize,Maize,Uttar Pradesh,BALAJI ENTERPRISES,SME,Jul-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 299.60 ,1909.897112,572205.1749,0,0,572205.1749,5635.587189,3663.131673,8646.456,554260,-1.1,,300.7,464136.46,459495.0954,4641.3646,16207,11789,30000,0,0,522132.46, -   ," 4,59,495 ",112710.0795,51050.94779,32127.54, 5.6% ,1,1,1,
44384,Jul-21,"Q2, FY 22",PA0227,MAA VAISHNO TRADERS,Jun-21,"Q1, FY 22",Maize,Maize,Uttar Pradesh,Samunnati Agro Solutions Private Limited,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 243.60 ,1775.688126,432557.6275,0,0,432557.6275,4260.213523,2769.13879,6536.2752,418992,0,,243.6,394632,390685.68,3946.32,16200,3288,4872,0,0,418992, -   ," 3,90,686 ",41871.94751,14742.80872,0.00, (0.0%),1,1,0,
44385,Jul-21,"Q2, FY 22",PA0235,Shriram Fertilizer,Apr-21,"Q1, FY 22",Maize,Maize,Uttar Pradesh,JAPFA COMFEED INDIA PVT. LTD.,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 342.60 ,1909.897112,654330.7507,0,0,654330.7507,6444.433147,4188.881546,9887.436,633810,0,,342.6,546080.42,540619.6158,5460.8042,20350,8479,37180,0,0,612089.42, -   ," 5,40,620 ",113711.1349,43513.25335,21720.58, 3.3% ,1,1,1,
44387,Jul-21,"Q2, FY 22",PA0233,Shankar Khad Bhandar,Jul-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 248.35 ,2053.533878,509995.1385,0,16172.84235,493822.2962,10323.78556,3250.106831,10297.0885,469951.3153,1,,247.35,393286.5,389353.635,3932.865,12367,6184,69511,0,0,481348.5, -   ," 3,89,354 ",104468.6612,13156.55436,-11397.18, (2.3%),1,1,0,
